alpha,CL,CD,CS,CMx,CMy,CMz
-5.0,-0.016639150841432696,0.06461257742824286,8.478187720501367e-17,-3.061887882386819e-16,0.28227103088648064,3.1640606750175953e-17
-4.508196721311475,-0.15116141710337438,0.06813042331168648,1.6558287946512188e-16,-4.3472875316127167e-16,0.2448193040108129,2.741773931281523e-17
-4.016393442622951,-0.12359435503424275,0.06467079023399522,2.22928996914706e-16,-5.896358903756748e-16,0.24394876629214812,1.3945762219966873e-17
-3.5245901639344264,-0.0955075625757297,0.06140805998980694,2.3960563519741807e-16,-6.054561937507627e-16,0.2420546192298006,1.9095600558211657e-17
-3.0327868852459017,-0.08614032786011963,0.059727576261926124,2.560670910506758e-16,-6.24901983315975e-16,0.24100968398007022,2.597578457810669e-17
-2.540983606557377,-0.0552050539665637,0.05704706679467209,3.208907979237986e-16,-8.223261858509271e-16,0.23846691212426813,3.934476490419015e-17
-2.0491803278688527,-0.023671564731756238,0.054662724982745055,2.9679036582491142e-16,-7.499812568752643e-16,0.23501881516673262,2.978666494840783e-17
-1.557377049180328,0.008844196939017434,0.05251409193106237,3.002063868924993e-16,-7.601161387249302e-16,0.23045212739790363,2.5090012383928592e-17
-1.0655737704918034,0.0415747891970653,0.05060381840435065,2.890169005608731e-16,-7.430804735020164e-16,0.22471056723584462,1.614989302873564e-17
-0.5737704918032787,0.07502466254074833,0.04891798700234494,3.0738810047553817e-16,-7.754008589128406e-16,0.2177951282212764,2.830351150699333e-17
-0.08196721311475397,0.10889694335333432,0.047464944609758454,2.84202193701832e-16,-7.096065243034252e-16,0.20978226669304198,2.2494493861453216e-17
0.4098360655737707,0.14309203022027436,0.04622054569950249,2.4401687500123214e-16,-5.785946369784777e-16,0.20048986627783982,1.1103051457255748e-17
0.9016393442622945,0.1780413579153343,0.04526384343079455,2.669338037381205e-16,-7.267451862931039e-16,0.19045131694925846,2.0985591228347496e-17
1.3934426229508192,0.21395263479636484,0.04447997622080856,2.912494182664618e-16,-8.450678719526157e-16,0.17884135671129764,1.8766010904563983e-17
1.885245901639344,0.250813572958965,0.04389188664361113,1.9097440614073512e-16,-4.643918219895616e-16,0.16568961707932453,1.408995769343773e-17
2.3770491803278686,0.28895949644132035,0.04350125508066167,4.0626442680981155e-16,-1.014476953927516e-15,0.1508258269234812,4.0539527398662916e-17
2.8688524590163933,0.3273497069332273,0.04329404509617653,1.2824872795479226e-16,-3.203611433455315e-16,0.1341391252119524,3.275297183123682e-17
3.360655737704917,0.365700349792079,0.04337836667220271,1.9990447696309065e-16,-4.080319912158108e-16,0.11648263639587733,1.936339215180039e-17
3.8524590163934427,0.40370330464829807,0.04368762204422157,2.816738001557434e-16,-7.916743480616941e-16,0.09735955183971143,1.9610584392036138e-17
4.3442622950819665,0.4404116927505139,0.044306322502976996,1.6375382881475996e-16,-3.8232399823129283e-16,0.07791841285021213,2.315367316874855e-17
4.836065573770492,0.4762504901989163,0.04515131620054717,2.369158548292387e-16,-6.24901983315975e-16,0.057514814009507295,2.0764148179802968e-17
5.327868852459016,0.5109687991364886,0.04622052439565633,9.209807980646155e-17,-4.073728119085154e-16,0.03637335615544438,2.19177119675698e-17
5.8196721311475414,0.5450872107517716,0.04742994878168534,2.5004198302595403e-16,-5.128415010757685e-16,0.013891257121196583,3.1640606750175953e-17
6.311475409836065,0.578878803412755,0.04877085485214794,7.44531205912049e-17,-3.994626602209714e-16,-0.010208417088161864,9.558099955782319e-18
6.803278688524589,0.6123151772132445,0.05025131667415033,7.316202601447877e-18,-2.412596264700915e-16,-0.03585800484077638,-1.153563787766831e-18
7.295081967213115,0.6453702092431793,0.05185290775774244,1.441722277344141e-16,-2.9267561243912755e-16,-0.06310965707173499,2.6531967118637127e-17
7.786885245901638,0.6779928516494528,0.053578842442153725,1.4115967372205322e-16,-4.60107156492142e-16,-0.09186632177777364,2.719114642593246e-17
8.278688524590164,0.7101325624043433,0.055423228235985375,1.144770524697139e-16,-3.5991190178325145e-16,-0.12209448775203158,3.839719464995311e-17
8.770491803278688,0.7417155678337713,0.057385003894413894,1.7386740299911437e-16,-5.840328662636646e-16,-0.15369844447316333,5.2075165276331265e-17
9.262295081967213,0.7726715314550687,0.05945792991479041,-4.820086419777427e-17,1.4238273037579177e-16,-0.1866012863904165,4.7460910125263927e-17
9.754098360655737,0.8029903119885894,0.06163976483762739,1.5364025463040542e-16,-5.589840525864415e-16,-0.2207509742279646,2.7026351599108612e-17
10.245901639344263,0.8324426504335397,0.06391906277414598,6.842801256648311e-17,-1.8457020604269305e-17,-0.2559480287255108,6.92138272660099e-17
10.737704918032787,0.8611093171365881,0.0662937719175855,1.4202040343987063e-17,-8.173823410462121e-17,-0.2921901366614442,5.899654800293225e-17
11.229508196721312,0.8887836361849122,0.0687525912834733,-8.004786375701798e-17,3.4277323979357284e-17,-0.3292683490609791,3.065183778923295e-17
11.721311475409834,0.9156238187652903,0.07131283332024405,2.1862534832561903e-16,-7.699214309209482e-16,-0.36712563062885384,7.481685137802022e-17
12.21311475409836,0.9418984375156303,0.07399760347505731,-4.217575617305249e-17,1.6347646820924242e-16,-0.40580095808159955,4.218747566690127e-17
12.704918032786885,0.9677215562567566,0.07682644632228418,-5.680816137594825e-17,6.328121350035191e-17,-0.4452567123584407,4.218747566690127e-17
13.196721311475411,0.9931286743487212,0.0797870357773372,1.7386740299911434e-16,-2.794920262932209e-16,-0.48555212411561566,3.4277323979357284e-17
13.688524590163933,0.9530080585289407,0.09372461800895182,2.0829659171181024e-16,-5.668942042739858e-16,-0.4388000351000014,2.900388952099462e-17
14.180327868852459,0.9726783526633942,0.09816659918391062,-1.2910945767260968e-16,3.902341499188368e-16,-0.4701027130866711,5.471188250551259e-17
14.672131147540984,0.9451834173522863,0.1086047928078909,9.667716190525011e-14,-2.2546832698452465e-13,-0.4434160867841825,2.5614389522882024e-14
15.163934426229506,0.9274663982712807,0.1173860748560331,-1.4804551146459243e-16,1.318358614590665e-16,-0.42977676488265726,2.6696761945460965e-17
15.655737704918032,0.9392161571013751,0.12364041059453318,3.5289918430513304e-17,-3.2431621918930353e-16,-0.4484146206820607,1.0217279263077651e-17
16.147540983606557,0.917935061773152,0.13355092087700765,1.506277006180446e-16,-8.147456238170308e-16,-0.42684179208813605,1.100829443183205e-16
16.639344262295083,0.9273175945900742,0.14012854861126456,-9.812318783118334e-17,1.7402333712596775e-16,-0.4427392153437181,1.4864493379509744e-16
